latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
45.4021046,-75.6669047,K1G 4J4,30,Residential,Apartment,1986,2,2,1,1,,,"345,000"
45.3892985,-75.6767516,K1G 4J4,30,Residential,Apartment,1986,2,2,1,1,,,"539,900"
45.4104874,-75.6621646,K1G 4J4,29,Residential,Apartment,1986,3,3,2,2,,,"832,800"
45.3529535,-75.6275771,K1T 2S9,37,Residential,Stacked,1986,2,2,1,0,,,"209,900"
45.3529535,-75.6275771,K1T 2S9,37,Residential,Stacked,1986,2,2,1,0,,,"285,000"
45.3162542,-75.8454011,K2H 9M6,37,Residential,Stacked,1986,2,3,1,0,,,"289,000"
45.4282303,-75.6876841,K2J 2K4,96,Residential,Apartment,1985,2,2,1,1,,,"300,000"
45.4295155,-75.6837069,K1N 7R5,95,Residential,Apartment,1985,2,2,0,0,,,"292,400"
45.415238,-75.7067154,K1R 7X2,89,Residential,Apartment,1985,2,2,1,1,,,"429,900"
45.4353746,-75.6888198,K1N 5E3,87,Residential,Apartment,1985,2,2,1,1,,,"498,000"
45.4274151,-75.6671006,K1K 3V3,68,Residential,Apartment,1985,2,2,1,1,,,"385,000"
45.3990266,-75.6990567,K1S 3G3,61,Residential,Apartment,1985,2,2,1,1,,,"625,000"
45.4790985,-75.5230487,K1C 5L3,46,Residential,Row Unit,1985,3,3,3,1,,,"325,000"
45.354222,-75.6730132,K1V 9X5,46,Residential,Row Unit,1985,3,2,1,0,,,"333,000"
45.354222,-75.6730132,K1V 9X5,46,Residential,Row Unit,1985,3,2,1,0,,,"333,000"
45.450824,-75.665381,K1L 8J9,27,Residential,Row Unit,1985,3,3,2,2,,,"1,198,000"
45.416494,-75.7046484,K1R 7X1,90,Residential,Apartment,1984,1,1,1,0,,,"299,900"
45.4177503,-75.678412,K1S 0X7,59,Residential,Row Unit,1984,4,3,2,1,,,"600,000"
45.4154338,-75.6789049,K1S 5L3,59,Residential,Row Unit,1984,3,3,1,0,,,"500,000"
45.3063296,-75.8974075,K2L 2W9,49,Residential,Row Unit,1984,3,3,2,1,,,"300,000"
45.3477711,-75.7719507,K2C 3V2,45,Residential,Row Unit,1984,4,3,2,1,,,"499,900"
45.4441404,-75.607255,K1J 8Z9,43,Residential,Row Unit,1984,3,3,2,0,,,"325,000"
45.3067297,-75.8803417,K2L 3K7,39,Residential,Row Unit,1984,2,2,2,1,,,"259,900"
45.3428187,-75.689301,K1V 0L5,30,Residential,Row Unit,1984,3,3,2,1,,,"398,000"
45.3072747,-75.8978627,K2L 3B1,41,Residential,Stacked,1984,2,2,1,0,,,"199,900"
45.3067747,-75.8983617,K2L 3A7,41,Residential,Stacked,1984,2,2,1,0,,,"215,000"
45.3068279,-75.8980566,K2L 3A8,41,Residential,Apartment,1983,2,2,1,0,,,"195,000"
45.307968,-75.8996885,K2L 3B1,41,Residential,Apartment,1983,2,2,1,0,,,"200,000"
45.4643178,-75.5301061,K1C 3C9,56,Residential,Detached,1983,4,4,6,2,,,"589,000"
45.3069963,-75.8984459,K2L 3A7,41,Residential,Stacked,1983,3,2,1,0,,,"214,900"
45.4437118,-75.6786549,K1M 2A1,75,Residential,Apartment,1982,2,2,1,1,,,"720,000"
45.4085342,-75.7321965,K1Y 2M2,53,Residential,Apartment,1982,2,1,1,0,,,"399,900"
45.3478118,-75.8247854,K2H 9A6,10,Residential,Detached,1982,4,3,8,2,,,"825,000"
45.4347131,-75.6900575,K1N 5E5,80,Residential,Row Unit,1981,2,2,1,0,,,"509,000"
45.3969879,-75.6132498,K1B 5B6,38,Residential,Row Unit,1981,3,2,1,0,,,"295,000"
45.3506527,-75.6289627,K1T 1Y4,37,Residential,Row Unit,1981,3,2,1,0,,,"274,900"
45.2725281,-75.9179956,K2S 1B9,13,Residential,Row Unit,1980,2,2,1,1,,,"389,900"
45.3755447,-75.7778244,K2B 8G8,62,Residential,Apartment,1979,2,2,1,1,,,"449,900"
45.4885337,-75.5132014,K1E 2C3,33,Residential,Row Unit,1979,3,2,1,0,,,"274,900"
45.3503144,-75.6796084,K1V 9T4,11,Residential,Row Unit,1979,3,3,2,1,,,"319,900"
45.4177878,-75.7060547,K1R 7T2,84,Residential,Apartment,1978,3,3,2,2,,,"699,900"
45.3555908,-75.6486836,K1V 9P9,70,Residential,Row Unit,1978,3,2,1,0,,,"274,900"
45.3465944,-75.6667278,K1V 9N8,46,Residential,Row Unit,1978,3,2,1,0,,,"239,900"
45.3465944,-75.6667278,K1V 9N8,46,Residential,Row Unit,1978,3,2,1,0,,,"249,900"
45.3323293,-75.7850925,K2H 8T3,44,Residential,Row Unit,1978,3,2,1,0,,,"294,500"
45.3537855,-75.6662647,K1V 9P7,38,Residential,Row Unit,1978,3,2,1,0,,,"369,900"
45.3323337,-75.7852698,K2H 8T3,31,Residential,Row Unit,1978,3,2,1,0,,,"295,000"
45.3343965,-75.7432933,K2G 3W9,23,Residential,Row Unit,1978,3,1,1,0,,,"299,900"
45.3343965,-75.7432933,K2G 3W9,23,Residential,Row Unit,1978,3,1,1,0,,,"299,900"
45.4174285,-75.7025666,K1R 5E1,89,Residential,Apartment,1977,2,2,1,1,,,"359,900"
45.4177878,-75.7060547,K1R 7T2,84,Residential,Apartment,1977,1,2,1,1,,,"424,900"
45.4306971,-75.6632178,K1L 7E7,76,Residential,Apartment,1977,2,1,1,1,,,"255,500"
45.2818038,-75.7541934,K2J 1J4,55,Residential,Row Unit,1977,3,2,1,0,,,"299,900"
45.4706667,-75.5307562,K1C 1Z4,54,Residential,Row Unit,1977,3,2,2,1,,,"299,900"
45.4255514,-75.6060747,K1B 4W6,44,Residential,Row Unit,1977,4,2,1,0,,,"259,900"
45.3448933,-75.6313424,K1T 1R7,40,Residential,Row Unit,1977,3,3,2,1,,,"349,000"
45.4107323,-75.7071557,K2P 2H1,95,Residential,Apartment,1976,2,2,1,1,,,"350,000"
45.4157727,-75.7051665,K1R 5E1,90,Residential,Apartment,1976,2,2,1,1,,,"389,500"
45.3776866,-75.7746221,K2B 8E4,65,Residential,Apartment,1976,2,2,1,1,,,"299,900"
45.3706157,-75.782698,K2B 8E4,56,Residential,Apartment,1976,2,2,1,1,,,"349,900"
45.3930001,-75.7522286,K2B 8G8,45,Residential,Apartment,1976,3,2,1,1,,,"435,000"
45.4878225,-75.492181,K1C 1T1,10,Residential,Detached,1976,2,1,2,0,,,"115,000"
45.4878225,-75.492181,K1C 1T1,10,Residential,Detached,1976,2,1,5,0,,,"130,000"
45.4498174,-75.5967403,K1J 8N1,55,Residential,Row Unit,1976,3,2,1,0,,,"349,900"
45.3262471,-75.780553,K2H 8S4,55,Residential,Row Unit,1976,3,3,1,0,,,"349,900"
45.3482551,-75.6637782,K1V 9A4,49,Residential,Row Unit,1976,2,4,1,0,,,"404,500"
45.3398302,-75.6865503,K1V 8Z9,47,Residential,Row Unit,1976,3,2,1,0,,,"280,000"
45.420773,-75.5983905,K1B 4N7,43,Residential,Row Unit,1976,3,3,1,0,,,"319,900"
45.3453665,-75.6287632,K1T 1T1,43,Residential,Row Unit,1976,3,2,1,0,,,"299,000"
45.4228632,-75.6000797,K1B 3R8,34,Residential,Row Unit,1976,3,3,1,0,,,"289,900"
45.3130389,-75.8292856,K2H 8W8,30,Residential,Row Unit,1976,3,2,1,0,,,"248,000"
45.3401862,-75.63397,K1T 1E1,19,Residential,Row Unit,1976,3,2,1,0,,,"295,000"
45.4194649,-75.6846786,K2P 1C8,82,Residential,Apartment,1975,2,2,1,1,,,"799,900"
45.4263783,-75.6768759,K1N 8Y8,80,Residential,Apartment,1975,2,2,1,1,,,"362,500"
45.4273633,-75.6780191,K1N 8Y8,80,Residential,Apartment,1975,2,2,1,0,,,"399,900"
45.4301608,-75.6808419,K1N 8Y8,80,Residential,Apartment,1975,2,2,1,1,,,"384,000"
45.352086,-75.729213,K2E 6Z7,70,Residential,Apartment,1975,1,1,1,0,,,"180,000"
45.3663657,-75.7916808,K2B 5W8,59,Residential,Apartment,1975,3,1,1,1,,,"319,900"
,,K2C 3N5,53,Residential,Apartment,1975,2,1,1,1,,,"249,900"
45.3310779,-75.7014445,K2C 3N5,51,Residential,Apartment,1975,2,1,1,1,,,"241,800"
45.3696336,-75.7029089,K2C 3N5,51,Residential,Apartment,1975,2,1,1,1,,,"234,900"
45.3695087,-75.7043794,K2C 3L6,51,Residential,Apartment,1975,2,1,1,1,,,"239,900"
45.4398684,-75.5936621,K1J 8K5,38,Residential,Apartment,1975,3,2,1,0,,,"235,000"
45.4385597,-75.5970144,K1J 7V7,34,Residential,Apartment,1975,1,1,1,0,,,"139,900"
45.4021046,-75.6669047,K1G 3T7,9,Residential,Apartment,1975,3,2,1,1,,,"519,000"
45.4451664,-75.6239176,K1K 3Y2,41,Residential,Row Unit,1975,4,2,2,1,,,"299,900"
45.3238442,-75.8900047,K2K 1Y8,34,Residential,Row Unit,1975,3,2,1,0,,,"299,000"
45.4194649,-75.6846786,K2P 1C8,82,Residential,Apartment,1974,2,2,1,1,,,"1,099,900"
45.4263783,-75.6768759,K1N 8Y8,80,Residential,Apartment,1974,2,2,1,0,,,"427,500"
45.4263783,-75.6768759,K1N 8Y8,80,Residential,Apartment,1974,2,2,1,0,,,"427,500"
45.3736078,-75.781158,K2B 8C8,58,Residential,Apartment,1974,2,1,1,1,,,"259,900"
45.3954012,-75.6103884,K1B 4S9,42,Residential,Apartment,1974,2,2,2,1,,,"269,900"
45.4398684,-75.5936621,K1J 8K5,38,Residential,Apartment,1974,2,1,1,0,,,"180,000"
45.420327,-75.5975496,K1B 4N7,47,Residential,Row Unit,1974,4,2,1,0,,,"329,900"
45.3482551,-75.6637782,K1V 9A4,41,Residential,Row Unit,1974,3,2,1,0,,,"339,000"
45.3719791,-75.6818948,K1V 8M4,38,Residential,Row Unit,1974,4,3,2,1,,,"349,900"
45.3663657,-75.7916808,K2B 5W8,64,Residential,Apartment,1973,2,1,1,1,,,"285,000"
45.4306706,-75.6632267,K1L 7E7,76,Residential,Apartment,1972,2,1,1,1,,,"269,000"
45.4306706,-75.6632267,K1L 8E7,76,Residential,Apartment,1972,2,1,1,1,,,"279,900"
45.4441568,-75.6475355,K1K 3X5,72,Residential,Apartment,1972,2,1,1,1,,,"324,999"
45.4448909,-75.6481926,K1K 3X4,61,Residential,Apartment,1972,2,1,1,1,,,"249,900"
45.4536586,-75.6757601,K1M 0N1,15,Residential,Detached,1972,6,4,6,2,,,"2,590,000"
45.3695032,-75.7057747,K2C 0G8,51,Residential,Row Unit,1972,3,2,1,1,,,"320,000"
45.3312999,-75.9130446,K2K 1K2,37,Residential,Row Unit,1972,4,2,2,0,,,"325,000"
45.4306706,-75.6632267,K1L 8C9,76,Residential,Apartment,1971,2,1,1,1,,,"265,000"
45.4315114,-75.6611964,K1L 8C9,75,Residential,Apartment,1971,3,1,1,1,,,"275,000"
45.4441568,-75.6475355,K1K 3X5,72,Residential,Apartment,1971,2,1,1,1,,,"259,900"
45.4420771,-75.5957349,K1J 7W2,51,Residential,Row Unit,1971,4,2,1,0,,,"299,000"
45.4399446,-75.5712623,K1B 4E8,20,Residential,Row Unit,1971,5,3,3,1,,,"500,000"
45.3539668,-75.7290711,K2E 6K6,70,Residential,Apartment,1970,2,1,1,1,,,"299,900"
45.435761,-75.5588706,K1B 4B6,40,Residential,Detached,1970,4,3,3,1,,,"649,000"
45.4285502,-75.5669887,K1B 3Z1,48,Residential,Row Unit,1970,4,2,2,1,,,"339,900"
45.4283359,-75.6454072,K1K 1L7,72,Commercial,,1963,,,5,,,,"1,050,000"
45.1079785,-75.6228569,K0A 2E0,1,Residential,Detached,1954,2,1,6,0,,,"389,000"
45.4399226,-75.6869273,K1M 1P1,52,Residential,Apartment,1936,3,3,2,0,,,"779,000"
45.431024,-75.6792775,K1N 8C1,91,Residential,Apartment,1920,2,1,0,0,,,"474,900"
45.3328247,-76.0212284,K0A 1L0,3,Farm,Detached,1900,5,2,4,3,,,"2,990,000"
45.3328247,-76.0212284,K0A 1L0,3,Farm,Detached,1900,5,2,4,3,,,"2,990,000"
45.1582573,-75.5311065,K0A 2W0,1,Residential,Detached,1900,3,2,20,2,,,"774,900"
45.4261259,-75.6832747,K1N 7N3,89,Residential,Row Unit,1874,3,3,1,1,,,"509,000"
45.4274944,-75.6880436,K1N 6A1,83,Residential,Apartment,1873,2,2,2,0,,,"749,900"
45.2794398,-76.1109958,K0A 1L0,1,Farm,Detached,1850,3,3,10,2,,,"1,339,000"
45.2794398,-76.1109958,K0A 1L0,1,Farm,Detached,1850,3,3,10,2,,,"1,339,000"
45.3609061,-75.7433132,K2C 3L4,44,Residential,Apartment,,2,1,1,1,,,"319,900"
45.438233,-75.6579784,K1L 7C3,76,Residential,Detached,,3,1,3,0,,,"425,000"
45.4364366,-75.672139,K1L 8B5,71,Residential,Detached,,6,4,8,2,,,"1,249,000"
45.4664992,-75.539397,K1C 2M1,51,Residential,Row Unit,,3,2,1,0,,,"275,000"
45.3418157,-75.790027,K2H 8V8,47,Residential,Row Unit,,3,2,1,0,,,"295,000"
45.3858435,-75.7434969,K1Z 7H3,72,Residential,Semi Detached,,2,2,3,1,,,"598,888"
45.385941,-75.616145,K1G 4Z5,50,Commercial,,,,,,,,,"2,900,000"
45.3618346,-75.6565717,K1V 8A8,37,Commercial,,,,,,,,,"2,800,000"
45.3694682,-75.6517596,K1V 9V9,27,Commercial,,,,,,,,,"1,900,000"
45.3663146,-75.6891563,K1V 1H7,24,Commercial,,,,,,,,,"16,500,000"
45.2753491,-75.9506813,K0A 1L0,21,Commercial,,,,,,,,,"9,500,000"
45.257052,-75.5674439,K4P 1A1,12,Commercial,,,,,,,,,"2,500,000"
45.2908286,-75.9761458,K0A 1L0,5,Commercial,,,,,,,,,"350,000"
45.341665,-75.3849013,K0A 3H0,1,Commercial,,,,,,,,,"1,518,000"
45.3651508,-75.3970269,K0A 3H0,1,Commercial,,,,,,,,,"330,000"
45.3378296,-75.4387644,K4B 1T8,1,Commercial,,,,,,,,,"3,200,000"
45.161036,-75.684953,K0A 2E0,,Lots/Acreage,,,,,,,,,"1,500,000"
45.3542879,-75.9344917,K2K 1X7,60,Lots/Acreage,,,,,,,,,"3,000,000"
45.4878225,-75.492181,K4A 0Z6,10,Lots/Acreage,,,,,,,,,"60,000"
45.431578,-75.4819145,K4B 1J8,6,Lots/Acreage,,,,,,,,,"1,200,000"
45.4039475,-75.9690989,K0A 1T0,5,Lots/Acreage,,,,,,,,,"260,000"
45.3450589,-75.3065536,K0A 3H0,1,Lots/Acreage,,,,,,,,,"675,000"
45.3349831,-75.4915613,K0A 1K0,1,Lots/Acreage,,,,,,,,,"1,600,000"
45.1174959,-75.5176266,K0C 2K0,1,Lots/Acreage,,,,,,,,,"600,000"
45.2256966,-75.5392547,K4P 1M3,1,Lots/Acreage,,,,,,,,,"788,000"
45.2655502,-75.6008592,K1G 3N4,1,Lots/Acreage,,,,,,,,,"1,100,000"
44.9997424,-75.8055352,K0A 1B0,1,Lots/Acreage,,,,,,,,,"110,000"
45.4613649,-75.9768743,K0A 1T0,1,Lots/Acreage,,,,,,,,,"300,000"
45.5121308,-76.2018455,K0A 3M0,1,Lots/Acreage,,,,,,,,,"889,900"
45.5507716,-75.2948455,K4K 0C4,44,,,,,,,,,,"1,850,000"
45.5507716,-75.2948455,K4K 0C4,44,,,,,,,,,,"1,850,000"
45.4243917,-76.0219409,K0A 1T0,13,,,,,,,,,,"280,000"
45.4243917,-76.0219409,K0A 1T0,13,,,,,,,,,,"280,000"
45.3157826,-75.4614251,K0A 1V0,1,,,,,,,,,,"896,000"
45.2298684,-75.6579281,K4M 1B4,1,,,,,,,,,,"2,150,000"
45.1961356,-75.7802563,K0A 2Z0,1,,,,,,,,,,"4,255,000"
45.316,-76.050827,K0A 1L0,1,,,,,,,,,,"810,000"
45.316,-76.050827,K0A 1L0,1,,,,,,,,,,"810,000"
45.4352967,-75.6587767,,78,Multi-family,,2020,,0,,,,,"1,395,000"
45.4143543,-75.6888137,,87,Single Family,,2012,1,1,,,,,"429,900"
45.278095,-75.7381586,,57,Single Family,,2007,3,3,,,,,"489,900"
45.290067,-75.8625057,,49,Single Family,,1991,3,3,,,,,"474,900"
45.4321732,-75.621373,,57,Single Family,,1987,2,1,,,,,"234,900"
45.351621,-75.630183,,37,Single Family,,1986,3,2,,,,,"329,900"
45.2372233,-75.4635219,,6,Single Family,,1984,7,2,,,,,"479,900"
45.4437344,-75.6425562,,73,Single Family,,1975,2,2,,,,,"269,900"
45.3314627,-75.913281,,35,Single Family,,1971,4,2,,,,,"339,000"
45.3609522,-75.7240897,,33,Single Family,,1960,3,2,,,,,"750,000"
45.4272904,-75.6806856,,92,Single Family,,1937,2,1,,,,,"549,900"
45.4811459,-75.5509995,,14,,1 1/2 Storey,,3,3,,,,,"799,000"
45.4475298,-76.0351851,,,,2 1/2 Storey,,5,5,,,,,
45.461029,-75.5298954,,,,2-Storey,,4,3,,,,,
45.4818512,-75.5494767,,,,2-Storey,,3,4,,,,,
45.0930321,-75.5963809,,,,2-Storey,,8,9,,,,,
45.4240683,-75.6967382,,,,2-Storey,,3,3,,,,,
45.3674795,-75.6994763,,,,2-Storey,,4,3,,,,,
45.3674795,-75.6994763,,,,2-Storey,,4,3,,,,,
45.2708088,-75.7523694,,,,2-Storey,,3,3,,,,,
45.3940847,-75.7283231,,75,,2-Storey,,3,2,,,,,"660,000"
45.3960808,-75.7583706,,61,,2-Storey,,3,4,,,,,"1,350,000"
45.2991078,-75.8923685,,60,,2-Storey,,4,3,,,,,"599,900"
45.2618907,-75.7645331,,34,,2-Storey,,4,4,,,,,"706,000"
45.3493354,-75.6809598,,33,,2-Storey,,3,2,,,,,"424,900"
45.4485027,-75.6818446,,30,,2-Storey,,4,4,,,,,"2,499,000"
45.2723983,-75.7055101,,28,,2-Storey,,3,3,,,,,"529,000"
45.2525248,-75.9195504,,23,,2-Storey,,5,4,,,,,"1,199,500"
45.2525248,-75.9195504,,23,,2-Storey,,5,4,,,,,"1,199,500"
45.4438198,-75.4866164,,8,,2-Storey,,4,5,,,,,"879,900"
45.1163845,-75.5374395,,1,,2-Storey,,3,3,,,,,"975,000"
45.1163845,-75.5374395,,1,,2-Storey,,3,3,,,,,"975,000"
45.1163845,-75.5374395,,1,,2-Storey,,3,3,,,,,"975,000"
45.3863155,-76.0063854,,1,,2-Storey,,3,3,,,,,"999,900"
45.4026751,-75.6984251,,,,3-Storey,,5,5,,,,,
45.4026751,-75.6984251,,,,3-Storey,,5,5,,,,,
45.3991564,-75.756149,,,,3-Storey,,5,6,,,,,
45.3991564,-75.756149,,,,3-Storey,,5,6,,,,,
45.3890816,-75.6769658,,,,Apartment,,1,1,,,,,
45.3664273,-75.7933502,,,,Apartment,,2,2,,,,,
45.4296856,-75.6885901,,97,,Apartment,,1,1,,,,,"329,000"
45.3488007,-75.768564,,44,,Apartment,,2,1,,,,,"299,900"
45.4318029,-75.5154335,,,Residential,Bungalow,,2,3,,,,,
45.264101,-75.709801,K2C1N3,47,Single Family,Bungalow,,5,5,,,,,"1,200,000"
45.3440194,-75.7443134,,40,,Bungalow,,4,2,,,,,"725,900"
45.0176586,-75.7374634,,,Residential,Bungalow-Raised,,2,4,,,,,
45.4079366,-75.6958592,,91,,Loft,,1,1,,,,,"449,900"
45.4079366,-75.6958592,,91,,Loft,,1,1,,,,,"449,900"
45.4275212,-75.6869208,,96,,Multi-Level,,0,1,,,,,"299,888"
45.3823244,-75.6229888,,,Designated,,,,,,,,,
45.2921709,-75.9806779,,,Designated,,,,,,,,,
45.2933187,-75.9820975,,,Designated,,,,,,,,,
45.2937361,-75.9826138,,,Designated,,,,,,,,,
45.4359222,-75.6522267,,73,Multi-family,,,,0,,,,,"699,000"
45.4106348,-75.7083867,,89,Retail,,,,0,,,,,"2,500,000"
45.4350292,-75.6759165,K1N1J2,81,Single Family,,,2,3,,,,,"1,950,000"
45.4247711,-75.6598329,,55,Single Family,,,3,4,,,,,"823,900"
45.264101,-75.709801,K2C1P5,35,Single Family,,,5,4,,,,,"1,074,900"
45.4085435,-75.7306146,K1Y1N2,79,Vacant Land,,,,,,,,,"5,000,000"
45.3547447,-75.9330146,K2K1X7,58,Vacant Land,,,,,,,,,"2,950,000"
45.3287004,-75.9271294,K2K3P4,7,Vacant Land,,,,,,,,,"499,000"
45.3147852,-75.563076,K1G3N4,2,Vacant Land,,,,,,,,,"9,830,500"
45.3378296,-75.4387644,K4B1T8,1,Vacant Land,,,,,,,,,"3,200,000"
45.1174959,-75.5176266,K0C2K0,1,Vacant Land,,,,,,,,,"600,000"
45.5153503,-76.1919572,K0A3M0,1,Vacant Land,,,,0,,,,,"99,000"
45.4267661,-75.6560063,,,,,,,,,,,,
45.4520591,-75.6769695,,,,,,,,,,,,
